16, 15, PA3-B-Debug-SampleReadingsTest.txt 0
  -62.40,   -54.64,   119.76
  -16.54,   -14.51,    66.10
  -57.70,     0.10,   112.13
   31.06,   -29.44,    96.15
   20.69,   -64.33,    49.55
   -9.44,    -0.68,    44.97
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -89.36,   -53.15,   102.21
  -43.49,   -13.03,    48.54
  -84.65,     1.58,    94.58
    4.11,   -27.96,    78.59
   -6.26,   -62.85,    31.99
  -36.39,     0.81,    27.42
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -52.02,   -33.00,    97.77
   -6.16,     7.13,    44.11
  -47.32,    21.74,    90.14
   41.45,    -7.80,    74.16
   31.08,   -42.69,    27.56
    0.95,    20.96,    22.98
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.21,   -60.90,   100.50
   -4.35,   -20.77,    46.83
  -45.51,    -6.16,    92.87
   43.25,   -35.70,    76.88
   32.88,   -70.59,    30.28
    2.75,    -6.93,    25.71
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -80.81,   -28.92,    94.31
  -34.95,    11.21,    40.65
  -76.11,    25.82,    86.68
   12.66,    -3.72,    70.69
    2.29,   -38.61,    24.10
  -27.84,    25.04,    19.52
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -19.75,   -13.02,   130.62
   26.11,    27.10,    76.96
  -15.05,    41.71,   122.99
   73.72,    12.18,   107.00
   63.35,   -22.71,    60.41
   33.22,    40.94,    55.83
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -45.45,   -42.61,   177.92
    0.41,    -2.48,   124.25
  -40.75,    12.13,   170.29
   48.02,   -17.41,   154.30
   37.64,   -52.30,   107.70
    7.52,    11.35,   103.13
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -28.74,   -28.51,   100.75
   17.12,    11.61,    47.08
  -24.04,    26.22,    93.12
   64.73,    -3.31,    77.13
   54.36,   -38.21,    30.53
   24.23,    25.45,    25.96
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.69,   -37.03,    81.91
  -12.83,     3.09,    28.24
  -53.99,    17.70,    74.28
   34.78,   -11.84,    58.29
   24.40,   -46.73,    11.69
   -5.72,    16.93,     7.12
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -21.89,   -44.63,   131.15
   23.97,    -4.50,    77.49
  -17.19,    10.11,   123.52
   71.58,   -19.43,   107.53
   61.20,   -54.32,    60.94
   31.08,     9.34,    56.36
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.67,   -62.74,    87.80
  -12.81,   -22.61,    34.14
  -53.97,    -8.00,    80.17
   34.80,   -37.54,    64.18
   24.42,   -72.43,    17.59
   -5.70,    -8.78,    13.01
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -14.49,   -43.47,   108.74
   31.37,    -3.35,    55.07
   -9.79,    11.26,   101.11
   78.98,   -18.27,    85.12
   68.60,   -53.17,    38.52
   38.48,    10.49,    33.95
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -89.42,   -42.42,    94.81
  -43.56,    -2.30,    41.14
  -84.72,    12.31,    87.18
    4.05,   -17.23,    71.19
   -6.32,   -52.12,    24.59
  -36.45,    11.54,    20.02
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -62.70,   -16.13,   150.17
  -16.84,    23.99,    96.51
  -58.00,    38.60,   142.54
   30.77,     9.07,   126.55
   20.40,   -25.83,    79.96
   -9.73,    37.83,    75.38
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -52.82,   -22.49,   173.57
   -6.96,    17.64,   119.90
  -48.12,    32.24,   165.94
   40.65,     2.71,   149.95
   30.27,   -32.18,   103.35
    0.15,    31.47,    98.78
   -4.16,   -27.32,   -76.78
   17.07,     9.23,   -40.87
   28.23,     4.89,   -99.56
   14.77,    -2.88,   -56.92
   32.72,    21.35,   -87.63
  -27.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
