Problem5Modes.txt Nvertices=1568 Nmodes=6
Mode 0 :Average Vertex Values
 -23.7861480,  -16.4202820,  -48.2299870
 -20.3969110,  -12.6220530,  -49.3945620
 -23.7832070,   -9.6895730,  -49.9300550
 -15.8000930,  -10.1414260,  -48.5940550
 -20.0021160,  -22.5480900,  -46.1727770
 -30.3344020,  -19.7181630,  -45.4301110
 -27.3968720,  -19.5965770,  -46.5448100
 -23.5369850,  -19.8194400,  -46.9594580
 -20.3368120,  -20.0100750,  -47.1923540
 -16.7678150,  -19.7202380,  -46.6791780
 -29.9551020,  -16.3853810,  -47.1072350
 -27.8898120,  -16.5140020,  -47.1332730
 -20.1105690,  -16.4426410,  -48.2001320
 -16.4484100,  -16.6997950,  -47.4128480
 -13.5291470,  -16.4056630,  -47.2592410
 -35.7028470,  -12.3860200,  -45.1476110
 -33.9369650,  -12.5132380,  -46.2107310
 -29.9440880,  -12.5601770,  -47.1970440
 -27.4962430,  -12.7271370,  -48.1320220
 -23.9771190,  -12.5967110,  -48.6301520
 -20.1454360,  -12.8470640,  -46.9207070
 -12.8073140,  -13.1119300,  -47.3961390
  -9.7041490,  -12.7183980,  -46.5615710
 -33.6401980,   -9.1342890,  -46.1334910
 -30.6269360,   -8.9211900,  -47.4005630
 -27.4202880,   -9.0678140,  -48.2815290
 -20.0529910,   -9.1614640,  -48.9996040
 -12.9288310,   -9.4916120,  -47.8216410
  -9.4936830,   -9.5249450,  -46.7532860
  -7.9585560,   -9.3018800,  -45.4061920
 -30.0553750,   -5.2597930,  -46.7209180
 -27.1205200,   -4.8779130,  -48.0842630
 -23.8357130,   -5.0824190,  -47.4327190
 -20.0216430,   -5.1697330,  -48.6555560
 -16.5769680,   -5.7927090,  -47.7519530
 -12.9770150,   -6.0909200,  -47.7056030
 -10.3054450,   -6.5041590,  -46.7469640
 -27.1052730,   -1.8787120,  -46.5235900
 -23.9447160,   -2.0994340,  -47.6823570
 -20.3294300,   -1.7434760,  -47.1489180
 -16.6297550,   -1.9001720,  -47.3236560
 -13.0692650,   -2.4699760,  -46.6435940
 -20.0325480,  -25.8383060,  -43.1156080
 -30.2807870,  -22.9842190,  -43.1620300
 -27.2142110,  -23.4165660,  -43.7410830
 -23.8550980,  -23.7108380,  -43.8564660
 -16.7440420,  -23.4586690,  -44.0892010
 -12.9150390,  -23.2405830,  -43.6439760
 -10.2777870,  -22.4024410,  -42.7922090
 -33.5689270,  -19.4396060,  -43.1889090
 -11.8730210,  -19.8089340,  -44.5015400
  -8.8968630,  -19.6926710,  -43.7154080
 -36.5727200,  -15.9137290,  -42.6760170
 -34.4243610,  -16.4362190,  -44.4995700
  -9.2048100,  -16.5386900,  -44.5793880
 -38.5478890,  -12.5399690,  -41.2196950
 -37.5684570,  -12.6708500,  -42.7685490
  -6.0815680,  -12.7333720,  -43.3488500
 -37.0127580,   -9.1605240,  -43.2480830
  -5.8351590,   -9.5977810,  -43.3387490
 -34.2981980,   -5.4224150,  -44.3200520
  -6.3694460,   -6.1049300,  -43.2176140
 -33.7641600,   -1.6268490,  -43.1268570
 -31.1679040,   -1.4673150,  -44.2595950
  -9.7039010,   -2.7488220,  -44.0390530
 -27.2620170,    1.9768290,  -43.9851210
 -23.8083390,    2.0860920,  -44.7911750
 -20.2159360,    1.6395370,  -45.0062940
 -16.5221760,    1.6325210,  -45.3293390
 -13.0135780,    1.1219990,  -44.2118710
 -20.0188840,  -28.9905350,  -39.3568140
 -30.3032630,  -26.2911490,  -39.7295930
 -26.9389920,  -27.2835660,  -39.8938420
 -23.7394930,  -27.3398140,  -40.4101700
 -16.3509870,  -26.9860210,  -41.0371760
 -12.9275540,  -25.8809450,  -40.9983560
 -10.6583750,  -25.3115020,  -40.1376090
 -34.3220190,  -23.4645180,  -39.4741350
  -8.3489890,  -22.7764320,  -40.6883270
 -37.1244760,  -19.5668170,  -39.5564020
  -6.2299560,  -19.6703000,  -41.2562300
 -39.1576420,  -15.8524040,  -39.4973110
  -4.8732730,  -16.0714650,  -41.2215140
  -3.0461800,  -15.9889080,  -39.4709840
 -39.3821310,  -12.4910710,  -39.7486290
  -2.2670640,  -12.8482550,  -38.5918160
 -39.4410400,   -9.3813760,  -40.5167600
  -2.0944760,   -9.1920950,  -38.9856400
 -38.0955210,   -4.6460380,  -40.7001380
  -3.1909520,   -6.1275910,  -39.3500730
 -36.7332660,   -1.2363720,  -40.4213920
  -5.8723620,   -2.2828530,  -40.4924530
 -36.0005670,    1.0062470,  -39.4407840
 -34.2517760,    1.7203160,  -40.2054590
 -31.3049410,    3.2442080,  -40.6991380
  -9.6630100,    1.2009210,  -41.9924060
 -30.4451840,    5.4329250,  -39.5180120
 -27.1495900,    5.3471180,  -40.8829180
 -23.6985040,    5.7416670,  -41.6738510
 -20.1361510,    5.7131750,  -41.4153720
 -16.5277190,    5.1468800,  -42.4670440
 -13.1278290,    4.8364020,  -41.4690240
 -29.9580290,  -28.9231510,  -35.7092120
 -26.7819700,  -29.6891420,  -36.1416220
 -23.3004780,  -30.3107680,  -36.7579340
 -19.8206850,  -30.0388780,  -37.6681060
 -16.6013540,  -29.3921590,  -37.5154890
 -33.5385550,  -26.6803200,  -36.0143050
  -9.9937930,  -26.2182870,  -38.2099690
 -37.1160120,  -23.3257310,  -35.4313920
  -6.4400580,  -23.2368410,  -37.9542150
 -38.8567480,  -19.9786930,  -35.8903790
  -4.2556830,  -20.0907340,  -38.2970020
  -2.1283590,  -19.1423730,  -35.9803060
 -39.7050780,  -16.2272700,  -36.3526840
  -0.4601640,  -15.7306900,  -35.2371250
 -39.9574580,  -12.4469110,  -36.9601060
  -0.7092810,  -12.6915410,  -35.0728990
 -40.2933290,   -8.8372720,  -37.2355210
  -1.4617350,   -8.9734710,  -35.7520730
 -40.1874680,   -4.9423070,  -37.2251290
  -2.5642240,   -5.4695670,  -36.6146390
 -39.1703570,   -1.3539360,  -36.9823110
  -3.5615320,   -3.1077420,  -37.2223080
 -37.0077130,    1.7580030,  -37.3701410
  -5.8761800,    0.8517040,  -37.6037290
 -33.6510540,    5.0306410,  -36.9206710
