16, 75, PA4-A-Debug-SampleReadingsTest.txt 0
  -58.50,   -56.40,   116.88
  -12.64,   -16.27,    63.22
  -53.80,    -1.66,   109.25
   34.97,   -31.20,    93.26
   24.59,   -66.09,    46.67
   -5.53,    -2.43,    42.09
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -46.70,   -18.34,   186.03
   -0.84,    21.78,   132.37
  -42.00,    36.39,   178.40
   46.76,     6.85,   162.41
   36.39,   -28.04,   115.82
    6.27,    35.62,   111.24
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -11.63,   -32.62,   113.24
   34.24,     7.50,    59.58
   -6.92,    22.11,   105.61
   81.84,    -7.42,    89.62
   71.47,   -42.32,    43.03
   41.34,    21.34,    38.45
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -64.32,   -65.04,    87.07
  -18.46,   -24.91,    33.40
  -59.62,   -10.30,    79.43
   29.14,   -39.84,    63.45
   18.77,   -74.73,    16.85
  -11.35,   -11.08,    12.28
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -68.71,   -69.46,    97.50
  -22.85,   -29.33,    43.84
  -64.01,   -14.72,    89.87
   24.76,   -44.26,    73.88
   14.39,   -79.15,    27.29
  -15.74,   -15.50,    22.71
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -62.81,   -13.18,   150.16
  -16.95,    26.94,    96.49
  -58.11,    41.55,   142.53
   30.66,    12.01,   126.54
   20.29,   -22.88,    79.94
   -9.84,    40.78,    75.37
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -28.79,   -44.56,   136.28
   17.07,    -4.43,    82.62
  -24.09,    10.18,   128.65
   64.68,   -19.36,   112.67
   54.31,   -54.25,    66.07
   24.18,     9.41,    61.49
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -26.41,   -42.99,   139.80
   19.46,    -2.87,    86.14
  -21.70,    11.74,   132.17
   67.06,   -17.80,   116.19
   56.69,   -52.69,    69.59
   26.56,    10.97,    65.01
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -33.06,   -40.06,   184.59
   12.81,     0.06,   130.93
  -28.36,    14.67,   176.96
   60.41,   -14.86,   160.98
   50.04,   -49.75,   114.38
   19.91,    13.90,   109.80
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -11.32,   -34.18,   113.72
   34.54,     5.94,    60.06
   -6.62,    20.55,   106.09
   82.15,    -8.99,    90.10
   71.78,   -43.88,    43.51
   41.65,    19.78,    38.93
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -46.46,   -51.06,   101.57
   -0.59,   -10.93,    47.90
  -41.75,     3.68,    93.94
   47.01,   -25.86,    77.95
   36.64,   -60.75,    31.35
    6.51,     2.90,    26.78
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -23.91,   -49.00,   105.63
   21.96,    -8.88,    51.97
  -19.20,     5.73,    98.00
   69.56,   -23.80,    82.02
   59.19,   -58.69,    35.42
   29.06,     4.96,    30.84
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.34,   -38.48,   176.72
   -9.48,     1.64,   123.05
  -50.64,    16.25,   169.09
   38.13,   -13.29,   153.10
   27.75,   -48.18,   106.50
   -2.37,    15.48,   101.93
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -89.98,   -44.55,    87.25
  -44.11,    -4.43,    33.58
  -85.27,    10.18,    79.62
    3.49,   -19.35,    63.63
   -6.88,   -54.25,    17.03
  -37.01,     9.41,    12.46
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -85.09,   -44.69,    81.11
  -39.23,    -4.57,    27.44
  -80.39,    10.04,    73.48
    8.38,   -19.50,    57.49
   -2.00,   -54.39,    10.89
  -32.12,     9.27,     6.32
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.10,   -16.88,   168.15
   -4.24,    23.25,   114.48
  -45.40,    37.86,   160.52
   43.37,     8.32,   144.53
   32.99,   -26.57,    97.93
    2.87,    37.08,    93.36
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -92.34,   -44.42,   107.59
  -46.48,    -4.29,    53.92
  -87.64,    10.32,    99.96
    1.13,   -19.22,    83.97
   -9.25,   -54.11,    37.37
  -39.37,     9.54,    32.80
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -65.98,   -68.49,   103.21
  -20.11,   -28.37,    49.54
  -61.27,   -13.76,    95.58
   27.49,   -43.29,    79.59
   17.12,   -78.19,    32.99
  -13.01,   -14.53,    28.42
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -19.99,   -29.24,   144.88
   25.88,    10.88,    91.21
  -15.28,    25.49,   137.25
   73.48,    -4.05,   121.26
   63.11,   -38.94,    74.66
   32.98,    24.72,    70.09
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -33.96,   -41.42,   177.92
   11.91,    -1.30,   124.26
  -29.25,    13.31,   170.29
   59.51,   -16.22,   154.30
   49.14,   -51.12,   107.71
   19.01,    12.54,   103.13
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -92.32,   -39.26,   102.02
  -46.46,     0.86,    48.36
  -87.62,    15.47,    94.39
    1.15,   -14.06,    78.40
   -9.22,   -48.96,    31.81
  -39.35,    14.70,    27.23
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -81.17,   -62.96,   111.27
  -35.31,   -22.84,    57.60
