20, pa3-j-unknown-Output.txt
  -22.89,   -16.34,    -7.61,   -22.90,   -16.39,    -6.12,    1.490
  -32.48,     3.32,   -31.06,   -34.82,     6.14,   -32.10,    3.818
   19.52,    23.06,     6.06,    20.46,    25.37,     6.71,    2.574
  -36.41,    -3.11,   -23.13,   -41.04,    -0.59,   -22.17,    5.365
   31.22,     2.84,   -29.92,    30.16,     2.73,   -28.73,    1.599
   -4.19,    13.82,     8.25,    -4.67,    14.37,     7.71,    0.908
  -38.70,    -5.68,   -30.93,   -41.68,    -6.84,   -32.77,    3.689
  -30.10,   -32.85,   -21.93,   -29.15,   -30.88,   -22.43,    2.243
   13.75,    22.30,    -7.39,    11.65,    24.33,    -8.21,    3.033
    8.99,    -8.71,    52.88,     8.84,    -7.03,    52.90,    1.685
   16.51,    22.50,    12.06,    17.29,    24.86,    12.65,    2.565
  -21.80,     6.90,   -27.43,   -22.29,    12.21,   -28.28,    5.405
  -31.48,   -29.82,   -18.98,   -31.12,   -29.18,   -19.27,    0.788
   -4.05,    -5.92,    37.58,    -3.49,    -5.35,    37.48,    0.799
   27.14,     7.92,    28.56,    26.78,     7.89,    28.45,    0.384
    8.39,    -8.60,    62.53,     8.28,    -7.36,    62.12,    1.316
   33.71,     5.28,   -27.38,    31.88,     5.42,   -26.33,    2.114
   14.35,    -8.67,    34.43,    13.77,    -6.03,    34.20,    2.716
   -6.84,     8.47,     9.81,    -8.85,    10.59,     9.15,    2.997
   15.14,     7.84,    62.28,    15.12,     7.83,    63.15,    0.869
